query_id,query,product_id,title,description,relevance
1,black leather office chair,B00QBR74CS,Giantex High Back Executive Office Pu Leather Task Ergonomic Chair Computer Desk Black/Beige (Black),"No matter where you are, this kind of chair will keep you comfortable and stable all day. The Pneumatic Gas seat easily and effectively adjusted from seat to desk on workstation. 360 degree swivel whe",
1,black leather office chair,B00QQ0D19A,"Merax High Back Ergonomic PU Leather Office Executive Chair, Black",,
1,black leather office chair,B00R5Q4HV0,Giantex Pu Leather Ergonomic Executive Computer Desk Task Office Chair Black,"Product Description No Matter Where You Are, This Kind Of Chair Will Keep You Comfortable And Stable All Day. The Pneumatic Gas Seat Easily And Effectively Adjusted From Seat To Desk On Workstation. 3",
1,black leather office chair,B00S0QS5Y4,Flash Furniture Mid-Back Black Leather Executive Swivel Office Chair with Rounded Back and Arms,Swing smoothly from task to task on this Mid-Back Black Leather Executive Swivel Office Chair with Rounded Back and Arms. The mid-back style chair offers support to your mid-to-upper back region and i,
1,black leather office chair,B00SXFEA8W,Bellezza Ergonomic Black Leather Office Executive Chair Computer Hydraulic,,
1,black leather office chair,B00V9IVN3A,GreenForest Fashion Comfortable 360 Swivel Leather Office Executive Chair-Black,,
1,black leather office chair,B00VV55792,"Merax Ergonomics Office Chair Pu Leather Managers Chair Executive Chair, Black and White",,
1,black leather office chair,B00WFH49US,Best Choice Products Padded Leather Office Side Chair (Black),,
1,black leather office chair,B00WJI35WG,FurnitureR PU Leather Office Computer Chair - Black,,
1,black leather office chair,B00XPYZWXI,Harwick Extra Tall Ergonomic Drafting Chair - Black Leather,Other features include: Tilt with Tilt Tension; Height Adjustable Chrome Footring; Chrome Pneumatic Cylinder; Heavy Duty Nylon Base; Dual Wheel Casters; Product Weight 40; Product Dimensions 25x25x45;,
1,black leather office chair,B00YF00BXC,"Luxury Home / Office Chair Brand New Genuine Black Leather, Walnut Wood Color","Comfortable brand new home/office luxury chair, adjustable, high quality genuine black leather, walnut wood color, easy to assemble",
1,black leather office chair,B00YHXBGUY,MFO 400 lb. Capacity Big & Tall Black Leather Office Chair with Extra WIDE Seat,,
1,black leather office chair,B00ZJHONP2,"La-Z-Boy Nexus Bonded Leather Executive Chair, Black","La-Z-Boy Nexus Bonded Leather Executive Chair is Designed for Superior Comfort! This high quality, sturdy Executive Chair is designed to hold up to 250 pounds. The ComfortCore seat cushion constructio",
1,black leather office chair,B010O7BWSM,Bellezza Modern High-Back Office Chair PU Leather Desk Executive Black,,
1,black leather office chair,B0111KE1UC,"Merax Ergonomics Office Chair Pu Leather Managers Chair Executive Chair, Black and White",,
1,black leather office chair,B0115PM7V8,Vieworld Palermo PU Leather Computer Office Chair - Black,Vieworld Palermo PU Leather Mid Back Office Chair is an ideal choice for your office or your kid's study room. Ergonomically designed office chair has a sculpted mid-back that offers great support to ,
1,black leather office chair,B012A5YBDE,"VIVA OFFICE Leather Executive Chair High Back with Flip-Up Arms, Black",,
1,black leather office chair,B0141IU1LE,ALEKO ALC1723BL High Back Office Chair Ergonomic Computer Desk Chair Black PU Leather,,
1,black leather office chair,B016WT0SGI,"OFM ESS Collection Big and Tall Leather Executive Office Chair, with Arms, Black","The Essentials Collection seating is where quality meets value. The ESS-202 executive chair is upholstered with soft, deep black bonded leather that is comfortable yet durable, making it a smart and s",
1,black leather office chair,B0173KJ6HW,"OneSpace Big & Tall Executive Leather Chair, Black","With an extra-large seating area, a Re-enforced gas lift, and an extra strong base and frame the Admiral III big and tall chair by Comfort Products is designed and ready to stand up while you are sitt",
1,black leather office chair,B018OH6Q9O,Flash Furniture High Back Black Leather OverStuffed Executive Office Chair,,
1,black leather office chair,B018TX8VT6,"Cheerwing Black PU Leather Task Chair Office Computer Desk Tilt Chair with arms, Tilting Function",Product Features: - Pneumatic seat-height adjustment for easy positioning  - One Touch Pneumatic Seat Height Adjustment  - Heavy Duty Nylon Base with Dual Wheel Carpet Casters  - Tilting function.  - ,
1,black leather office chair,B019QVDQY0,"ALEKO ALC2525BL High Back Office Chair Ergonomic Computer Desk Chair PU Leather, Black",,
1,black leather office chair,B01B2TMX2A,"Merax Racing Gaming Chair Executive Swivel Leather Computer Office Chair, Black and Red",,
1,black leather office chair,B01B3WKBIE,"Merax Racing Style Gaming Chair Executive Swivel Leather Computer Office Chair, Black and Blue","Compute in luxury with the Merax Racer Gaming Chair. Featuring a fully reclining seat, removable head and lumbar support, and plastic arm rests, giving you the comfort and custom fit you deserve. Enjo",
1,black leather office chair,B01B4AOVVS,"OFM Essentials Collection Executive Office Chair, Bonded Leather, in Black","The Essentials by OFM seating collection is where quality meets value. The ESS-6000 office chair features luxurious SofThread leather for an upscale look and feel, making it a smart and stylish soluti",
1,black leather office chair,B01BLKBG3W,"Smugdesk Office Ergonomic Office Chair Executive Bonded Leather Computer Chair, Black",Ergonomic Office Chair Computer Desk Chair Swivel Task Chair with Adjustable Armrests,
1,black leather office chair,B01CJ3FSOI,Ergonomic Executive Adjustable Swivel Task Chair High Back Home Office Desk PU Leather Chair with Headrest Black,"Why did you choose our office executive chair? Soft PU leather and ergonomic design perfect combination, with unique style and competitive price of this office swivel chair make it a perfect addition ",
1,black leather office chair,B01GRH4LPO,Mecor High Back Executive Office Chair PU Leather Computer Desk Chair (Black&White&Blue),,
1,black leather office chair,B01GS3Y8JG,Black Office Chair Artificial Leather Height Adjustable,"This luxury office chair, featuring a contemporary style with adjustable height, will give your office a modern flair. The adjustable backrest and seating height provide optimum seating comfort. It is",
1,black leather office chair,B01GYHTIDW,Anji Mid Back Black Leather Home Office Desk Chair with Arms,"Anji Modern Furniture ,the professional office furniture supplier, now provides a great variety of excellent office chairs including ergonomic desk chair, task chair, executive & managerial chair, and",
1,black leather office chair,B01HCCUG0W,"BELLEZE© Deluxe High Back Office Chair Executive Task Ergonomic Computer Desk PU Leather, Black",,
1,black leather office chair,B01J7NPMOY,Giantex PU Leather Executive Office Chair High Back Ergonomic Computer Desk Task Black,"Description This is our brand new executive office chair which is ideal for any conferenceroom or office seating. No matter where you are, this kind of chair will makeyou feel comfortable and stable a",
1,black leather office chair,B01JMQWOZ6,"TimeOffice High Back Black Leather Office Task Chair, Comfort Ergonomic Office Chair Tilt Control Mechanism – Black Computer Chair & Lumbar Back Support with Tufted Chair Style for Home, Office",,
1,black leather office chair,B01KGR85DA,"BELLEZE© Ergonomic Computer Deluxe Office Chair High Back PU Leather Home Task, Black",,
1,black leather office chair,B01LPFOS38,"LSCING Clearance Big and Tall 300 lb. Capacity Towering High Back PU Leather Executive Office Task Computer Chair, Black",,
1,black leather office chair,B01MEGA78J,Chairman Executive Leather Management Office Chair - Black Leather,"Combining the finest in style and comfort, the Chairman Executive Leather Management Office Chair lends a touch of sophistication to your a home, office, or conference room, lounge, or board room. The",2
1,black leather office chair,B01MFESPI0,Merax Racing Office Chair Blue Black PU Leather Home Office Chair Computer Gaming Chair Headrest Lumbar Support (Blue),,
1,black leather office chair,B01MU9WH82,Merax Racing Office Chair Yellow and Black PU Leather Home Office Chair Computer Gaming Chair with Headrest and Lumbar Support (Yellow),,
1,black leather office chair,B01N3CBU03,HOMCOM PU Leather Mid Back Executive Office Chair - Black,Reach new heights of comfort and productivity with the HomCom PU Leather Medium Back Home Office Desk Chair. Its ergonomic design is built for long periods of sitting with features that bring out your,
1,black leather office chair,B01N4MGQU7,"Wahson Mid Back Office Chair Leather, Removable Arms, Modern Ribbed, Black",,
1,black leather office chair,B01N52PPGH,"Homycasa Ergonomic Mid Back Swivel Leather Office Chair Desk Computer Chair, Black 1",,
1,black leather office chair,B01N5OL9JE,Merax Racing Office Chair Red and Black PU Leather Home Office Chair Computer Gaming Chair with Headrest and Lumbar Support (Red),,
1,black leather office chair,B06X3W2KHR,Staples 1678440 Sonada Bonded Leather Managers Chair Fixed Arm Black,Give your office a style upgrade with this Staples Sonada black bonded leather fixed-arm manager's chair. Envelop yourself in plush style with this Staples Sonada manager's chair. Segmented padding on,
1,black leather office chair,B06XCBP7SB,YAMASORO Ergonomic Executive Office Chair Black High Back Leather Computer Desk Chairs Adjustable Tilt Angle and Flip-up Arms Big for Man and Women,,
1,black leather office chair,B06XG3YFW3,"EdgeMod Manchester Office Chair in Vegan Leather, Black",Embrace full luxury with this exceptional chair built to provide optimal comfort and a sophisticated aesthetic. Vegan leather offers a fashionable and rich-looking cover for a height-adjustable seat a,
1,black leather office chair,B07116WKWB,Acepro Office Chair Desk Chair Computer Chair High Back Leather Office Desk Chairs Adjustable Black Executive Chair,,
1,black leather office chair,B071176143,Black Bonded Leather Office Chair Swivel Computer Desk Seat High-Back Gaming Chair,"This Black Bonded Leather Office Chair Swivel Computer Desk Seat High-Back Gaming Chair. Comes in Black. Adjustable seat with arm support. Great use for home office, office, gaming. Measures: 40 to 44",2
1,black leather office chair,B071GBTHP3,LSCING Ergonomics Massage Swivel Recliner High Back Black Lustrous Leather Executive Office Chair,,
1,black leather office chair,B071P6JM1V,YAMASORO Swivel Armless Mesh Task Chair Mid Back Ergonomic Computer Office Desk Chair Black,YAMASORO Leather Office Chair Description: YAMASORO devote to design and manufacture humanized seating product. YAMASORO involve the basic idea with international common elements and make the entire p,
1,black leather office chair,B071V87RV2,Black Bonded Leather Executive Recliner Office Chair High Back Tilting Function Adjustable Swivel Home Computer Desk Chair Napping with Footrest,This Black Bonded Leather Executive Recliner Office Chair High Back Tilting Function Adjustable Swivel Home Computer Desk Chair Napping with Footrest is a great addition to your Home or Office. Comes ,
1,black leather office chair,B0721H3LSR,Ergonomic Adjustable Office Chair PU Leather Computer Desk Chair Hydraulic Lift Black,,
1,black leather office chair,B0722LCZ1R,"HollyHOME High Back PU Leather Racing Style Office Chair, Black and White",,
1,black leather office chair,B0722PSL68,Lyon High-Back Black Quilted Faux Leather Reclining Office Chair Footrest,"You want an office chair that will get you through your day.Ideal for personalized comfort, the executive chair features a butterfly seat plate, adjustable settings, and curved contours. The high-back",
1,black leather office chair,B07259KJ72,LYON Faux Leather Ergonomic Executive Office Chair -Black,"You want an office chair that will get you through your day.Ideal for personalized comfort, the executive chair features a butterfly seat plate, adjustable settings, and curved contours. The high-back",
1,black leather office chair,B072Y5MZQH,"Amazon Basics Classic Faux Leather Office Desk Guest Chair with Metal Frame, Black, 27.4D x 23.6W x 35.8H in",Product Description Amazon Basics Classic Faux Leather Office Desk Guest Chair with Metal Frame - Black From the Manufacturer Amazon Basics,
1,black leather office chair,B073W5GSVY,"Acepro Office Chair Desk Chair Computer Gaming Chair High Back Leather Office Desk Chairs Adjustable Executive Chair PU Leather, Black",,
1,black leather office chair,B0743L7QJ4,"Big and Tall 500 pounds body weight support, Heavy duty shiny bonded leather, Executive black office chair, Swivel and tilt, Chrome arms with extra thick padding, height adjustment.",,
1,black leather office chair,B0744J8Z6M,"Acepro Office Chair Desk Chair Computer Gaming Chair High Back Leather Office Desk Chairs Adjustable Executive Chair PU Leather (Office Chair 5, Black Gray)",,
1,black leather office chair,B0744JTVT4,"Acepro Office Chair Desk Chair Computer Gaming Chair High Back Leather Office Desk Chairs Adjustable Executive Chair PU Leather (Office Chair 5, Black Red)",,
1,black leather office chair,B0745XWM26,"X-Office Executive PU Leather Computer Office Chair Black Desk Chair with High Back and Adjustable Headrest,Reclining Accent Chair with Tilt Lock",,
1,black leather office chair,B0748MS1RV,"Amazon Basics Bonded Leather High-Back Office Chair, Easy Tool-Free Assembly - Black","Product Description Amazon Basics Bonded Leather High-Back Office Chair, Easy Tool-Free Assembly - Black, BIFMA Certified From the Manufacturer Amazon Basics",
1,black leather office chair,B074GYLFPK,Giantex Set of 2 Home Office Chair PU Leather Swivel Height Adjustable Rolling Black,"DESCRIPTION: This is our brand new black home office chair, with 2pcs in one set. This chair is with a very wonderful design which will bring you a most comfortable experience. It is easy to move with",
1,black leather office chair,B074P56LNS,Superland Black and Red Racing Chair 360 Degree Swivel Office Chair Executive PU Leather High Back Race Computer Game Adjustable (Black and Red Gaming Chair with Footrest),"High back racing gaming PU swivel computer office chair with foot stool This versatile chair comes with a leg support that can be pulled outwards to relax your legs on or fully withdrawn for work, gam",
1,black leather office chair,B075M9L2MK,"Killbee Ergonomic Swivel Executive Office Gaming Chair Height Adjustable, With High-Back Upholstered PU Leather Desk Chair (Black)",,
1,black leather office chair,B075SJBTYY,Kore Design Office Plus Everyday Adjustable Chair Leather-Like Seat Black,Kore Design Office PLUS Everyday Adjustable Chair Leather-like Seat Black,
1,black leather office chair,B076GSD5Y9,"OFFICE FACTOR Leather Executive Rolling Swivel Chair with Chrome Metal Components, Comfortable Padded Armrests & Adjustable Gaslift (Black)","Looking for an office chair that is as stylish as it is comfortable to sit on? If so, you've likely been searching high & low … But now you're in luck! The Office Factor Black Leather Office Chair has",2
1,black leather office chair,B076SJHFFR,"soges High-Back Office Executive Swivel Chair Desk Chair Black Leather Chair with Arms, BIFMA Certification, CYE246",,
1,black leather office chair,B0772S6XWD,LCH High Back Executive Office Chair Double-Layer Leather Ergonomic Computer Task Chair Curved Armrests Task Black PU Leather-Black,,
1,black leather office chair,B077QM79X4,"BestOffice Ergonomic PU Leather High Back Office Chair, Black, 2PC","Comfortable, soft PU leather upholstery with ample padding, oil and water resistence. Comfortable arm rests",
1,black leather office chair,B078J9R3R9,Executive Office Chair Genuine Leather & Solid Wood (Black or Brown),"Executive Reclining Office Chair - High density foam with genuine leather surface, solid wood veneer armrest and base, reclining backrest, simple mechanism, Adjustable Seat Height Minimum Seat Height:",
1,black leather office chair,B07BDP9M89,"Killbee Ergonomic Swivel Executive Office Gaming Chair Height Adjustable, with Footrest, High-Back Upholstered PU Leather Desk Chair,Black",,
1,black leather office chair,B07BL542XS,"HomyCasa Computer Desk Chair Executive Office Chair PU Leather Back Support Office Chair,Conference Task Chair with Arms,Black","Homycasa High Back Ribbed PU Leather office chair is perfect for any home office or board room/ conference room.It's made of stylish and elegant black PU synthetic leather , which offer modern and chi",
1,black leather office chair,B07BS7KPX5,LCH High Back Executive Office Chair Double-Layer Leather Ergonomic Computer Task Chair Curved Armrests Task Black PU Leather-Black,,
1,black leather office chair,B07BVHH7FF,Omega Oversized Guest Chair in Faux Leather Black Faux Leather/Black Frame,"The Omega Collection Guest Chair ads style and function to any office, conference room, or reception space. With the black faux leather upholstery and sleek black metal frame, this chair is built to l",
1,black leather office chair,B07C1LS1T8,"Ergonomic Office Executive Leather Gaming Desk Chair, Comfortable Adjustable Back Support Padded High Back Black PU Leather Chairs w/Wheels","Ergonomic Office Executive Leather + Mesh Desk Chair, Comfortable Breatheable Adjustable Back Support Padded Home & Office chairs with Wheels, High back, Black PU Leather Gaming Chairs set Size:L*W*H:",
1,black leather office chair,B07CJ6GNQM,Scranton & Co Leather High Back Pillow Top Executive Office Chair in Black,,
1,black leather office chair,B07D54R8DF,GTPOFFICE High Back Executive Office Chair Ergonomic Design PU Leather Chair Manager Chair (Black),,
1,black leather office chair,B07D55L6SC,"Peach Tree Black Leather Executive Side Reception Chair Office Waiting Room Guest Reception, Salon Barber Office Waiting Chair Bank Hall Airport Reception Waiting Chair 2 Seat Bench","Description: Peachtree airport reception waiting room chairs are brand-new, economical, stainless steel quality construction and durable. This bench is built to support the heavy use of a busy office ",
1,black leather office chair,B07F3RXPZ9,Big and Tall Executive Office Chair Comfortable High Back Heavy Duty Leather Swivel Desk Office Chair Black,,
1,black leather office chair,B07FRJY4PF,"OFM ESS Collection Ergonomic Executive Bonded Leather Office Chair, Black",The OFM Essentials Collection is where quality meets value. This ergonomic Executive Bonded Leather Office Chair will feel like your home office throne. This computer desk chair features plush memory ,
1,black leather office chair,B07FZVLDBY,"LCH Executive Office Chair Ergonomic High Back PU Leather Thick Headrest and Lumbar Support for Office Chair, Adjustable Swivel Office Desk Chair, Black",,
1,black leather office chair,B07GW67FRR,"Statesville Office Ergonomic Office Chair Executive Bonded Leather Computer Chair, Black",,
1,black leather office chair,B07GXXN1HT,KKTONER Black PU Leather Office Chair with Mid Back Swivel Height Adjustable Computer Desk Chair,,
1,black leather office chair,B07GZ9CDYJ,"Office Chair Furniture Executive Ergonomic PU Leather High Back Padded Armrests Swivel,Black","Deluxe PU Leather Office Computer Chair Tile Adjustable Home Chair Features: Colour: Black Colour: Black Material: Nylon base, Premium PU Faux Fur Material: Nylon base, Premium PU Faux Fur Adjustable ",
1,black leather office chair,B07H9XPGCC,Ergonomic Swivel Executive Office Adjustable Gaming Chair with High-Back Upholstered PU Leather Desk Chair Black,"Do you want a chair that will get you through your day? Do you often find yourself at your computer for long periods of time? If so, you will appreciate the ergonomic comfort of this chair. Whether yo",
1,black leather office chair,B07HG8DSCB,MDL Furniture Executive Office Chair High Back Ribbed Office Chair Thick Padded Office Desk Chair Sturdy Chrome Frame Swivel Chair Bonded Leather(Black),"Description: MDL Furniture, is a professional office chair supplier. we offer a variety of office chairs including office chair, desk chair, swivel chair, swivel office chair, ribbed office chair, mod",
1,black leather office chair,B07JB3Q3QZ,MDL Furniture High Back Executive Office Chair with Large Seat Tilt Function Thick Padding Leather Office Chair (Black),,
1,black leather office chair,B07JGVP92Q,STAPLES 2710763 Mcallum Bonded Leather Managers Chair Black,"Spend your day working in comfort and style when you integrate this Staples managers chair into your office decor. Featuring black bonded leather upholstery, the Staples Mcallum bonded leather manager",
1,black leather office chair,B07JVB71Y4,"Executive Office Chairs - High Back Racing Style Task Chair - Adjustable Computer Desk Chairs with Lumbar Support, Leather Black for Office Room Decor (284-BLACK)",,
1,black leather office chair,B07MG5XZNS,"Executive Office Chairs - High Back Racing Style Task Chair - Adjustable Computer Desk Chairs with Lumbar Support, Leather Black for Office Room Decor (ONE Size, 79621)",,
